date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,day_of_week,hour,minute,bright,steamy
2015-02-04 17:51:00,23.18,27.272,426.0,721.25,0.004792988176505,1,Wednesday,17,51,1,1
2015-02-04 17:51:59,23.15,27.2675,429.5,714.0,0.004783440949311,1,Wednesday,17,51,1,1
2015-02-04 17:53:00,23.15,27.245,426.0,713.5,0.004779463524422,1,Wednesday,17,53,1,1
2015-02-04 17:54:00,23.15,27.2,426.0,708.25,0.004771508826082,1,Wednesday,17,54,1,1
2015-02-04 17:55:00,23.1,27.2,426.0,704.5,0.004756992933315,1,Wednesday,17,55,1,1
2015-02-04 17:55:59,23.1,27.2,419.0,701.0,0.004756992933315,1,Wednesday,17,55,1,1
2015-02-04 17:57:00,23.1,27.2,419.0,701.666666666667,0.004756992933315,1,Wednesday,17,57,1,1
2015-02-04 17:57:59,23.1,27.2,419.0,699.0,0.004756992933315,1,Wednesday,17,57,1,1
2015-02-04 17:58:59,23.1,27.2,419.0,689.333333333333,0.004756992933315,1,Wednesday,17,58,1,1
2015-02-04 18:00:00,23.075,27.175,419.0,688.0,0.004745350719667,1,Wednesday,18,0,1,1
2015-02-04 18:01:00,23.075,27.15,419.0,690.25,0.004740951896943,1,Wednesday,18,1,1,1
2015-02-04 18:02:00,23.1,27.1,419.0,691.0,0.004739370730521,1,Wednesday,18,2,1,1
2015-02-04 18:03:00,23.1,27.1666666666667,419.0,683.5,0.00475111875561,1,Wednesday,18,3,1,1
2015-02-04 18:04:00,23.05,27.15,419.0,687.5,0.004733731797083,1,Wednesday,18,4,1,1
2015-02-04 18:04:59,23.0,27.125,419.0,686.0,0.004714942145905,1,Wednesday,18,4,1,1
2015-02-04 18:06:00,23.0,27.125,418.5,680.5,0.004714942145905,1,Wednesday,18,6,1,1
2015-02-04 18:07:00,23.0,27.2,0.0,681.5,0.004728077949669,0,Wednesday,18,7,0,1
2015-02-04 18:08:00,22.945,27.29,0.0,685.0,0.004727951371781,0,Wednesday,18,8,0,1
2015-02-04 18:08:59,22.945,27.39,0.0,685.0,0.004745408397094,0,Wednesday,18,8,0,1
2015-02-04 18:10:00,22.89,27.39,0.0,689.0,0.00472950615591,0,Wednesday,18,10,0,1
2015-02-04 18:10:59,22.89,27.39,0.0,689.5,0.00472950615591,0,Wednesday,18,10,0,1
2015-02-04 18:11:59,22.89,27.39,0.0,689.0,0.00472950615591,0,Wednesday,18,11,0,1
2015-02-04 18:13:00,22.89,27.445,0.0,691.0,0.004739075514747,0,Wednesday,18,13,0,1
2015-02-04 18:14:00,22.89,27.5,0.0,688.0,0.004748645165811,0,Wednesday,18,14,0,1
2015-02-04 18:15:00,22.89,27.5,0.0,689.5,0.004748645165811,0,Wednesday,18,15,0,1
2015-02-04 18:16:00,22.79,27.445,0.0,689.0,0.004710224046806,0,Wednesday,18,16,0,1
2015-02-04 18:16:59,22.79,27.5,0.0,685.666666666667,0.00471973499915,0,Wednesday,18,16,0,1
2015-02-04 18:17:59,22.79,27.5,0.0,687.0,0.00471973499915,0,Wednesday,18,17,0,1
2015-02-04 18:19:00,22.79,27.5,0.0,688.0,0.00471973499915,0,Wednesday,18,19,0,1
2015-02-04 18:20:00,22.745,27.5,0.0,670.0,0.004706776158049,0,Wednesday,18,20,0,1
2015-02-04 18:21:00,22.7,27.4633333333333,0.0,668.666666666667,0.004687543083844,0,Wednesday,18,21,0,1
2015-02-04 18:22:00,22.7,27.5,0.0,670.0,0.004693848714108,0,Wednesday,18,22,0,1
2015-02-04 18:23:00,22.7,27.5,0.0,667.0,0.004693848714108,0,Wednesday,18,23,0,1
2015-02-04 18:23:59,22.6666666666667,27.4266666666667,0.0,664.5,0.004671707764618,0,Wednesday,18,23,0,1
2015-02-04 18:24:59,22.7,27.6,0.0,670.0,0.004711046532523,0,Wednesday,18,24,0,1
2015-02-04 18:26:00,22.6,27.4266666666667,0.0,670.333333333333,0.004652699458698,0,Wednesday,18,26,0,1
2015-02-04 18:27:00,22.6,27.39,0.0,672.0,0.004646432806535,0,Wednesday,18,27,0,1
2015-02-04 18:28:00,22.6,27.3566666666667,0.0,658.0,0.004640735958784,0,Wednesday,18,28,0,1
2015-02-04 18:29:00,22.6,27.445,0.0,660.5,0.004655832831781,0,Wednesday,18,29,0,1
2015-02-04 18:29:59,22.6,27.4266666666667,0.0,658.0,0.004652699458698,0,Wednesday,18,29,0,1
2015-02-04 18:30:59,22.6,27.445,0.0,655.0,0.004655832831781,0,Wednesday,18,30,0,1
2015-02-04 18:32:00,22.6,27.445,0.0,654.25,0.004655832831781,0,Wednesday,18,32,0,1
2015-02-04 18:33:00,22.6,27.39,0.0,648.0,0.004646432806535,0,Wednesday,18,33,0,1
2015-02-04 18:34:00,22.5,27.3233333333333,0.0,648.666666666667,0.004606763202978,0,Wednesday,18,34,0,1
2015-02-04 18:35:00,22.5,27.445,0.0,646.0,0.004627429032145,0,Wednesday,18,35,0,1
2015-02-04 18:36:00,22.5,27.5,0.0,646.0,0.004636771566698,0,Wednesday,18,36,0,1
2015-02-04 18:36:59,22.5,27.445,0.0,641.5,0.004627429032145,0,Wednesday,18,36,0,1
2015-02-04 18:38:00,22.39,27.29,0.0,639.0,0.004570212087991,0,Wednesday,18,38,0,1
2015-02-04 18:39:00,22.5,27.5,0.0,640.0,0.004636771566698,0,Wednesday,18,39,0,1
2015-02-04 18:40:00,22.39,27.34,0.0,630.5,0.00457864714514,0,Wednesday,18,40,0,1
2015-02-04 18:40:59,22.39,27.3566666666667,0.0,629.333333333333,0.004581458881325,0,Wednesday,18,40,0,1
2015-02-04 18:42:00,22.39,27.5,0.0,632.0,0.004605640854261,0,Wednesday,18,42,0,1
2015-02-04 18:42:59,22.39,27.5,0.0,636.5,0.004605640854261,0,Wednesday,18,42,0,1
2015-02-04 18:43:59,22.39,27.5,0.0,627.5,0.004605640854261,0,Wednesday,18,43,0,1
2015-02-04 18:45:00,22.39,27.39,0.0,626.0,0.004587082429402,0,Wednesday,18,45,0,1
2015-02-04 18:46:00,22.39,27.5,0.0,625.5,0.004605640854261,0,Wednesday,18,46,0,1
2015-02-04 18:47:00,22.34,27.39,0.0,623.5,0.00457305034948,0,Wednesday,18,47,0,1
2015-02-04 18:48:00,22.39,27.4633333333333,0.0,624.666666666667,0.004599454590494,0,Wednesday,18,48,0,1
2015-02-04 18:49:00,22.39,27.39,0.0,622.0,0.004587082429402,0,Wednesday,18,49,0,1
2015-02-04 18:49:59,22.29,27.39,0.0,621.0,0.004559056148523,0,Wednesday,18,49,0,1
2015-02-04 18:51:00,22.34,27.39,0.0,626.5,0.00457305034948,0,Wednesday,18,51,0,1
2015-02-04 18:52:00,22.29,27.39,0.0,622.0,0.004559056148523,0,Wednesday,18,52,0,1
2015-02-04 18:53:00,22.39,27.39,0.0,620.0,0.004587082429402,0,Wednesday,18,53,0,1
2015-02-04 18:53:59,22.29,27.39,0.0,621.5,0.004559056148523,0,Wednesday,18,53,0,1
2015-02-04 18:55:00,22.29,27.3566666666667,0.0,616.333333333333,0.004553467209043,0,Wednesday,18,55,0,1
2015-02-04 18:55:59,22.29,27.34,0.0,609.0,0.004550672776693,0,Wednesday,18,55,0,1
2015-02-04 18:56:59,22.29,27.39,0.0,614.0,0.004559056148523,0,Wednesday,18,56,0,1
2015-02-04 18:58:00,22.29,27.34,0.0,613.5,0.004550672776693,0,Wednesday,18,58,0,1
2015-02-04 18:59:00,22.29,27.34,0.0,611.0,0.004550672776693,0,Wednesday,18,59,0,1
2015-02-04 19:00:00,22.29,27.39,0.0,612.0,0.004559056148523,0,Wednesday,19,0,0,1
2015-02-04 19:01:00,22.29,27.29,0.0,608.0,0.004542289629199,0,Wednesday,19,1,0,1
2015-02-04 19:01:59,22.29,27.29,0.0,605.5,0.004542289629199,0,Wednesday,19,1,0,1
2015-02-04 19:02:59,22.2675,27.315,0.0,608.5,0.00454021358023,0,Wednesday,19,2,0,1
2015-02-04 19:04:00,22.2,27.29,0.0,608.5,0.0045172881935,0,Wednesday,19,4,0,1
2015-02-04 19:05:00,22.245,27.29,0.0,602.5,0.00452977369586,0,Wednesday,19,5,0,1
2015-02-04 19:06:00,22.2,27.29,0.0,598.0,0.0045172881935,0,Wednesday,19,6,0,1
2015-02-04 19:07:00,22.2,27.29,0.0,595.0,0.0045172881935,0,Wednesday,19,7,0,1
2015-02-04 19:08:00,22.2,27.29,0.0,591.0,0.0045172881935,0,Wednesday,19,8,0,1
2015-02-04 19:08:59,22.245,27.245,0.0,591.0,0.004522249993647,0,Wednesday,19,8,0,1
2015-02-04 19:09:59,22.2,27.2,0.0,595.0,0.004502282742765,0,Wednesday,19,9,0,1
2015-02-04 19:11:00,22.2,27.29,0.0,594.333333333333,0.0045172881935,0,Wednesday,19,11,0,1
2015-02-04 19:12:00,22.2,27.29,0.0,593.5,0.0045172881935,0,Wednesday,19,12,0,1
2015-02-04 19:13:00,22.2,27.29,0.0,592.0,0.0045172881935,0,Wednesday,19,13,0,1
2015-02-04 19:14:00,22.15,27.245,0.0,586.5,0.004495971357952,0,Wednesday,19,14,0,1
2015-02-04 19:14:59,22.2,27.2,0.0,586.0,0.004502282742765,0,Wednesday,19,14,0,1
2015-02-04 19:15:59,22.15,27.245,0.0,586.0,0.004495971357952,0,Wednesday,19,15,0,1
2015-02-04 19:17:00,22.2,27.245,0.0,584.5,0.004509785378284,0,Wednesday,19,17,0,1
2015-02-04 19:18:00,22.1,27.245,0.0,584.5,0.004482194676555,0,Wednesday,19,18,0,1
2015-02-04 19:19:00,22.1,27.2,0.0,585.5,0.004474738269724,0,Wednesday,19,19,0,1
2015-02-04 19:20:00,22.1333333333333,27.2,0.0,584.666666666667,0.004483903198215,0,Wednesday,19,20,0,1
2015-02-04 19:21:00,22.2,27.2,0.0,577.0,0.004502282742765,0,Wednesday,19,21,0,1
2015-02-04 19:21:59,22.1,27.2,0.0,580.0,0.004474738269724,0,Wednesday,19,21,0,1
2015-02-04 19:23:00,22.125,27.2,0.0,582.0,0.004481610415171,0,Wednesday,19,23,0,1
